To,From,Reason for Dishing,Date,Room
kristofer#1475,Mount Manu#3530,for their work in Rewards,Jan-22-2022,🙏｜praise
liviade#1387,Mount Manu#3530,for their work in Rewards,Jan-22-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for all the amazing ways to engage with Gravity,Jan-22-2022,🙏｜praise
heater#9765,Mount Manu#3530,for all the amazing ways to engage with Gravity,Jan-22-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for all the amazing ways to engage with Gravity,Jan-22-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for leading Comms all the way to its evolution into T.E.A.M.,Jan-22-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for the graphic designs that beautify our DAO,Jan-22-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for informing Ratio13 about the TEC,Jan-22-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for informing Ratio13 about the TEC,Jan-22-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for acknowledging and welcoming Ratio13,Jan-22-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,for the syncs and orientation calls that you host,Jan-22-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for welcoming Jeremy&TheGospelOfChange into our community,Jan-22-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,for onboarding Jeremy&TheGospelOfChange,Jan-22-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,for instructing Jeremy&TheGospelOfChange,Jan-22-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for teaching newcomers about the TEC in our weekly orientation call,Jan-22-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,for teaching newcomers about the TEC in our weekly orientation call,Jan-22-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for the radical TEA x TEC call that you hosted,Jan-22-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"for the epic work around the Hatch, the ABC, EVM-Crispr, and the CU",Jan-22-2022,🙏｜praise
sem  🐝#0161,Mount Manu#3530,"for the epic work around the Hatch, the ABC, EVM-Crispr, and the CU",Jan-22-2022,🙏｜praise
elessar.eth#7945,Mount Manu#3530,"for the epic work around the Hatch, the ABC, EVM-Crispr, and the CU",Jan-22-2022,🙏｜praise
bradleyc#3333,Mount Manu#3530,"for the epic work around the Hatch, the ABC, EVM-Crispr, and the CU",Jan-22-2022,🙏｜praise
Nuggan#5183,Mount Manu#3530,"for the epic work around the Hatch, the ABC, EVM-Crispr, and the CU",Jan-22-2022,🙏｜praise
Vitor Marthendal#0090,Mount Manu#3530,"for the epic work around the Hatch, the ABC, EVM-Crispr, and the CU",Jan-22-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for the hard work around the TEC token launch,Jan-22-2022,🙏｜praise
sem  🐝#0161,Mount Manu#3530,for the hard work around the TEC token launch,Jan-22-2022,🙏｜praise
elessar.eth#7945,Mount Manu#3530,for the hard work around the TEC token launch,Jan-22-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,for progress on the Communitas WG,Jan-22-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for progress on the Communitas WG,Jan-22-2022,🙏｜praise
johnjonas#2307,Mount Manu#3530,for kickstarting work for the Rewards System animation video,Jan-22-2022,🙏｜praise
alantv#0964,Mount Manu#3530,for kickstarting work for the Rewards System animation video,Jan-22-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for kickstarting work for the Rewards System animation video,Jan-22-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for the great results they had today with their Praise Trial Quant call,Jan-22-2022,🙏｜praise
kristofer#1475,Mount Manu#3530,for the great results they had today with their Praise Trial Quant call,Jan-22-2022,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,for the great results they had today with their Praise Trial Quant call,Jan-22-2022,🙏｜praise
liviade#1387,Mount Manu#3530,for the great results they had today with their Praise Trial Quant call,Jan-22-2022,🙏｜praise
MS#4235,Mount Manu#3530,for the great results they had today with their Praise Trial Quant call,Jan-22-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,for your initiative to build the Hubspot / Marketing team from the ground up,Jan-22-2022,🙏｜praise
r33pich33p#6906,Mount Manu#3530,for your initiative to build the Hubspot / Marketing team from the ground up,Jan-22-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for your initiative to build the Hubspot / Marketing team from the ground up,Jan-22-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,for your initiative to build the Hubspot / Marketing team from the ground up,Jan-22-2022,🙏｜praise
pab🐝🐙#6151,Mount Manu#3530,for stepping in with great tips for the animation & video production team,Jan-22-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for keeping the Transparency WG innovative,Jan-22-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for keeping the Transparency WG innovative,Jan-22-2022,🙏｜praise
🐙 octopus#5508,Mount Manu#3530,for being incredible leaders in the space: always taking initiative and showing a way forward (and for having upbeat attitudes and being motivational to the people around you),Jan-22-2022,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,for being incredible leaders in the space: always taking initiative and showing a way forward (and for having upbeat attitudes and being motivational to the people around you),Jan-22-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for being incredible leaders in the space: always taking initiative and showing a way forward (and for having upbeat attitudes and being motivational to the people around you),Jan-22-2022,🙏｜praise
metaverde#2503,Mount Manu#3530,for leading the TEC Labs and growing its momentum through the Solidity development workshops,Jan-22-2022,🙏｜praise
ygg_anderson#4998,Mount Manu#3530,for being Liam’s co-worker in Longtail Financial,Jan-22-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
MarioRozo#3294,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
bfa#7705,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
r33pich33p#6906,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
patriacaelum#3496,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
ygg_anderson#4998,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
Ratio13#0578,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
liviade#1387,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
alantv#0964,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
bustavo#8085,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
Sha#6179,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
Liam ¬ LTF#1024,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
David (please DYOR...)#4116,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
Usua◎ Silver#2618,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
mattyjee#8621,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
Jeremy&TheGospelOfChange#8201,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
Yineisy Mota#1449,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
bends#3537,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
johnjonas#2307,Mount Manu#3530,for attending our last Community Call,Jan-22-2022,🙏｜praise
ygg_anderson#4998,🐙 octopus#5508,for taking time to teach me important skills and perspectives recently. I'm grateful.,Jan-22-2022,🙏｜praise
aka_roro#0295,🐙 octopus#5508,for taking time to teach me important skills and perspectives recently. I'm grateful.,Jan-22-2022,🙏｜praise
ALOYSIOUS#3049,🐙 octopus#5508,for taking time to teach me important skills and perspectives recently. I'm grateful.,Jan-22-2022,🙏｜praise
🐙 octopus#5508,GideonRo#3175,for his excellent video explaining quadratic funding so clearly (here's a link: https://twitter.com/8ctopuso/status/1485246450976141316),Jan-24-2022,🙏｜praise
MS#4235,Nuggan#5183,for always bringing a wholesome and positive attitude,Jan-24-2022,🙏｜praise
acidlazzer#5796,Zeptimus#3359,for incredible desings on the discord analytics and integrating into a doc where it's much easier to share with the community and compare with old analysis!! ⚡,Jan-24-2022,🙏｜praise
chuygarcia.eth#6692,angieberryberry#9822,for informing us about the TEC Token Launch and answering our questions,Jan-24-2022,🙏｜praise
AnaTech#7412,angieberryberry#9822,for sharing her great ideas and being collaborative ❤️,Jan-24-2022,🙏｜praise
lEscanore#7764,lEscanore#7764,for joining the translation T.E.A.M meeting 😄,Jan-24-2022,🙏｜praise
mrtdlgc 🐝#4912,lEscanore#7764,for joining the translation T.E.A.M meeting 😄,Jan-24-2022,🙏｜praise
EdgarWeb3#5783,lEscanore#7764,for joining the translation T.E.A.M meeting 😄,Jan-24-2022,🙏｜praise
Mount Manu#3530,lEscanore#7764,for joining the translation T.E.A.M meeting 😄,Jan-24-2022,🙏｜praise
bustavo#8085,lEscanore#7764,for joining the translation T.E.A.M meeting 😄,Jan-24-2022,🙏｜praise
armog#3687,lEscanore#7764,for joining the translation T.E.A.M meeting 😄,Jan-24-2022,🙏｜praise
MarioRozo#3294,acidlazzer#5796,for attending the Animation TEAM call and make a cool brainstorm about the upcoming reward system video 🤖 📹,Jan-24-2022,🙏｜praise
johnjonas#2307,acidlazzer#5796,for attending the Animation TEAM call and make a cool brainstorm about the upcoming reward system video 🤖 📹,Jan-24-2022,🙏｜praise
Mount Manu#3530,acidlazzer#5796,for attending the Animation TEAM call and make a cool brainstorm about the upcoming reward system video 🤖 📹,Jan-24-2022,🙏｜praise
alantv#0964,acidlazzer#5796,for attending the Animation TEAM call and make a cool brainstorm about the upcoming reward system video 🤖 📹,Jan-24-2022,🙏｜praise
chuygarcia.eth#6692,acidlazzer#5796,for attending the Animation TEAM call and make a cool brainstorm about the upcoming reward system video 🤖 📹,Jan-24-2022,🙏｜praise
acidlazzer#5796,acidlazzer#5796,for attending the Animation TEAM call and make a cool brainstorm about the upcoming reward system video 🤖 📹,Jan-24-2022,🙏｜praise
"griff (💜, 💜)#8888",acidlazzer#5796,for drafting amazing tweets for the Token Launch campaign! 📢 ✏️,Jan-24-2022,🙏｜praise
Juankbell#7458,acidlazzer#5796,for drafting amazing tweets for the Token Launch campaign! 📢 ✏️,Jan-24-2022,🙏｜praise
chuygarcia.eth#6692,acidlazzer#5796,for drafting amazing tweets for the Token Launch campaign! 📢 ✏️,Jan-24-2022,🙏｜praise
karmaticacid#1218,acidlazzer#5796,for drafting amazing tweets for the Token Launch campaign! 📢 ✏️,Jan-24-2022,🙏｜praise
acidlazzer#5796,acidlazzer#5796,for drafting amazing tweets for the Token Launch campaign! 📢 ✏️,Jan-24-2022,🙏｜praise
Ekeneodigwe#1502,acidlazzer#5796,for drafting amazing tweets for the Token Launch campaign! 📢 ✏️,Jan-24-2022,🙏｜praise
iviangita#3204,acidlazzer#5796,for her help and knowledge at the TEC Twitter planning Airtable! 💌,Jan-24-2022,🙏｜praise
Mount Manu#3530,natesuits#4789,for the many hours spent on organizing our TEC Hubspot list!  Awesome job!,Jan-24-2022,🙏｜praise
durgadas#9280,natesuits#4789,"for being an expert in so many ways, but in particular, for guiding the overall structure and design for security and access rights within the TEC.",Jan-24-2022,🙏｜praise
liviade#1387,natesuits#4789,for her guidance and support within the TEC Case Studies!  You are so insightful...and a...hero. 🙃 🤣,Jan-24-2022,🙏｜praise
acidlazzer#5796,iviangita#3204,for his fast work on fixing Twitter graphics ⚡,Jan-25-2022,🙏｜praise
Zeptimus#3359,"griff (💜, 💜)#8888",for getting the TEC token listed on Coingecko: https://www.coingecko.com/en/coins/token-engineering-commons,Jan-25-2022,🙏｜praise
luigy 𝗹𝗲𝗺𝗼𝗻#1337,"griff (💜, 💜)#8888",for getting the TEC token listed on Coingecko: https://www.coingecko.com/en/coins/token-engineering-commons,Jan-25-2022,🙏｜praise
chuygarcia.eth#6692,"griff (💜, 💜)#8888",for getting the TEC token listed on Coingecko: https://www.coingecko.com/en/coins/token-engineering-commons,Jan-25-2022,🙏｜praise
Vitor Marthendal#0090,"griff (💜, 💜)#8888",for getting the TEC token listed on Coingecko: https://www.coingecko.com/en/coins/token-engineering-commons,Jan-25-2022,🙏｜praise
angieberryberry#9822,chuygarcia.eth#6692,"for prepping a ""how to get $TEC"" guide",Jan-25-2022,🙏｜praise
AnaTech#7412,chuygarcia.eth#6692,"for prepping a ""how to get $TEC"" guide",Jan-25-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,for being my Hubspot mentor and for devoting 3 hours on perfecting design templates,Jan-25-2022,🙏｜praise
natesuits#4789,durgadas#9280,For working with me on the Hubspot and Marcom stuff all morning,Jan-25-2022,🙏｜praise
Mount Manu#3530,durgadas#9280,For working with me on the Hubspot and Marcom stuff all morning,Jan-25-2022,🙏｜praise
